,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN
5520,09-22-0025-46,09-034,9,922,INSTITUTO PRIVADO MIXTO PROFESIONAL EDUCACION DEL FUTURO IPEF,CENTRO URBANO,55680598,ANA MARGARITA LLARENA GARCIA,SERGIO MODESTO BATEN Y BATEN,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
5521,09-22-0026-46,09-034,9,922,INSTITUTO PRIVADO MIXTO PROFESIONAL EDUCACION DEL FUTURO IPEF,CENTRO URBANO,55680598,ANA MARGARITA LLARENA GARCIA,SERGIO MODESTO BATEN Y BATEN,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
5522,09-22-0714-46,09-034,9,922,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA PROF. ELISEO LOPEZ MERIDA,FLORES COSTA CUCA,0,ANA MARGARITA LLARENA GARCIA,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
5523,09-23-0001-46,09-020,9,923,COLEGIO PRIVADO MIXTO ISAAC NEWTON,2A. CALLE 2 85 ZONA 3,77721231,JORGE MARIO ROJAS FERNANDEZ,FABIO PATRICIO MAZARIEGOS,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
5524,09-23-0008-46,09-020,9,923,COLEGIO PREUNIVERSITARIO DE CIENCIAS Y TECNOLOGIA MODERNA,7A. AVE A 2B 11 ZONA 1,77720892,JORGE MARIO ROJAS FERNANDEZ,MANRIQUE OTONIEL DIAZ RIVAS,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
5525,09-23-0012-46,09-020,9,923,COLEGIO PRIVADO MIXTO ISAAC NEWTON,2A. CALLE 2 85 ZONA 3,77721231,JORGE MARIO ROJAS FERNANDEZ,FABIO PATRICIO MAZARIEGOS OCHOA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,SABATINO
5526,09-23-0024-46,09-020,9,923,COLEGIO HIGHLAND QUETZALTENANGO,1A. CALLE 5 64 ZONA 1,77721279,JORGE MARIO ROJAS FERNANDEZ,IRMA ODILIA MACARIO XICARA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
5527,09-23-0025-46,09-020,9,923,COLEGIO HIGHLAND QUETZALTENANGO,1A. CALLE 5 64 ZONA 1,77721279,JORGE MARIO ROJAS FERNANDEZ,IRMA ODILIA MACARIO XICARA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,DIARIO(REGULAR)
5528,09-23-0027-46,09-020,9,923,CENTRO DE ESTUDIOS DIVERSIFICADOS CED-QUETZALTENANGO,9A. AVE PARAJE LOS ALISOS Y SAUCES ZONA 1,54145113,JORGE MARIO ROJAS FERNANDEZ,LEONIDAS ERNESTO GONZALEZ CASTRO,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
5529,09-23-3806-46,09-020,9,923,COLEGIO PRIVADO MIXTO ISAAC NEWTON,2A. CALLE 2 85 ZONA 3,77721231,JORGE MARIO ROJAS FERNANDEZ,FABIO PATRICIO MAZARIEGOS,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,DIARIO(REGULAR)
5530,09-24-0027-46,09-035,9,924,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"1A. AVE, CALLE 1 57 ZONA 1, PALESTINA DE LOS ALTOS",40296767,ESTEBAN FABIAN JOACHIN LOPEZ,JUAN ALBERTO LOPEZ CIFUENTES,DIVERSIFICADO,OFICIAL,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
5531,09-24-0030-46,09-035,9,924,COLEGIO PRIVADO MIXTO NIELS BORH,SECTOR EL CAMPO,49186444,ESTEBAN FABIAN JOACHIN LOPEZ,RAFAEL MELGUER MAZARIEGOS OCHOA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
5532,09-24-4075-46,09-035,9,924,INSTITUTO MUNICIPAL BR. WERNER GADIEL MORALES HERNANDEZ,PALESTINA DE LOS ALTOS,53556266,ESTEBAN FABIAN JOACHIN LOPEZ,ONILIA JOVITA DE LEON CALDERON,DIVERSIFICADO,MUNICIPAL,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
5533,14-01-0077-46,14-001,14,1401,INSTITUTO ADOLFO V HALL,"KILOMETRO 161 ENTRADA A SANTA CRUZ DEL QUICHE, ANTIGUA ZONA MILITAR",77551548,JOSE OSCAR TIPAZ VELASQUEZ,CORONEL DE INFNTERIA DEM. MARVIN JUAN CARLOS GARCIA PONCE,DIVERSIFICADO,OFICIAL,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
5534,14-01-0079-46,14-036,14,1401,COLEGIO EVANGELICO METODISTA UTATLAN,"4A.CALLE Y 6A 12, ZONA 5",77551551,GONZALO VENTURA LUX,ELVA AURORA URIZAR GAMEZ DE MEJIA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,DIARIO(REGULAR)
5535,14-01-0080-46,14-036,14,1401,LICEO MIXTO QUICHE,2AVE 6 27 ZONA 5,77551705,GONZALO VENTURA LUX,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
5536,14-01-0085-46,14-001,14,1401,INSTITUTO NORMAL MIXTO JUAN DE LEON,12 CALLE 0 36 ZONA 5,77551966,JOSE OSCAR TIPAZ VELASQUEZ,ASTRID MIRTALA VALDEZ GOMEZ,DIVERSIFICADO,OFICIAL,URBANA,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
5537,14-01-0090-46,14-036,14,1401,COLEGIO MIXTO BILINGUE INTERCULTURAL Q´IJ,11A. CALLE 06 03 ZONA 1,77550476,GONZALO VENTURA LUX,TOMAS ALVAREZ ORTIZ,DIVERSIFICADO,PRIVADO,URBANA,1,BILINGUE,DOBLE,FIN DE SEMANA
5538,14-01-0108-46,14-036,14,1401,COLEGIO TECNICO AVANZADO,4A. AVE 20 174 ZONA 4,77554695,GONZALO VENTURA LUX,JACQUELINE ARGENTINA SOLARES,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
5539,14-01-0110-46,14-036,14,1401,LICEO TECNOLOGICO DE OCCIDENTE LA PREPARATORIA,9A. AVE ENTRE 4A. Y 5A. CALLE ZONA 2,77563645,GONZALO VENTURA LUX,EBERTH ANTULIO RODAS ESTRADA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
5540,14-01-0112-46,14-001,14,1401,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"20 CALLE FINAL ZONA 4, COLONIA LOS CELAJES",77554630,JOSE OSCAR TIPAZ VELASQUEZ,TIMOTEA VIVIANA REYNOSO TAVICO,DIVERSIFICADO,OFICIAL,URBANA,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
5541,14-01-0115-46,14-001,14,1401,INSTITUTO NORMAL MIXTO JUAN DE LEON,12 CALLE 0 36 ZONA 5,77656620,JOSE OSCAR TIPAZ VELASQUEZ,NANA,DIVERSIFICADO,OFICIAL,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
5542,14-01-0163-46,14-036,14,1401,COLEGIO EVANGELICO METODISTA JOHN WESLEY,6A. AVE 00 002 DE LA ZONA 1,77563692,GONZALO VENTURA LUX,FAUSTO GILBERTO NATARENO LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
5543,14-01-0166-46,14-036,14,1401,LICEO MIXTO QUICHE,2A. AVE 6 27 ZONA 5,77551705,GONZALO VENTURA LUX,DAVID ARTURO MOGOLLON AREVALO,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
5544,14-01-0167-46,14-036,14,1401,COLEGIO MULTIEDUCATIVO LA REFORMA,"3A. AVE 4 35, ZONA 1",77563633,GONZALO VENTURA LUX,AVELINO ARMANDO LEON ZACARIAS,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
5545,14-01-0176-46,14-036,14,1401,INSTITUTO PRIVADO MIXTO DE COMPUTACION INFORMATICA,2A. AVE 9 58 ZONA 1,77563753,GONZALO VENTURA LUX,OSCAR MANUEL LOPEZ SOLORZANO,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
5546,14-01-0178-46,14-036,14,1401,INSTITUTO PRIVADO MIXTO DE COMPUTACION INFORMATICA,"6A. AVE 0 48, ZONA 1",77553570,GONZALO VENTURA LUX,ROSA AMELIA DIAZ COTA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
5547,14-01-0180-46,14-036,14,1401,INSTITUTO PRIVADO MIXTO DE COMPUTACION INFORMATICA,6A. AVE 0 48 ZONA 1,77553570,GONZALO VENTURA LUX,MARIA DE LOS ANGELES BATEN URIZAR,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
5548,14-01-0181-46,14-036,14,1401,INSTITUTO PRIVADO MIXTO CIENCIA Y CULTURA,"1A. CALLE 13 41, ZONA 2",77563487,GONZALO VENTURA LUX,ELMER ROLANDO PACHECO NORIEGA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
5549,14-01-0183-46,14-036,14,1401,COLEGIO CIENTIFICO INTEGRAL EINSTEIN,"14 AVE 2 38, ZONA 3",49854279,GONZALO VENTURA LUX,CARLOS ENRIQUE CHAYANNY DELGADO,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
5550,14-01-0186-46,14-036,14,1401,COLEGIO MIXTO BILINGUE INTERCULTURAL Q IJ,11 CALLE 6 03 ZONA 1,77550476,GONZALO VENTURA LUX,TOMAS ALVAREZ ORTIZ,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
5551,14-01-0189-46,14-036,14,1401,COLEGIO MIXTO BILINGUE INTERCULTURAL Q IJ,11 CALLE 6 03 ZONA 1,77550476,GONZALO VENTURA LUX,TOMAS ALVAREZ ORTIZ,DIVERSIFICADO,PRIVADO,URBANA,1,BILINGUE,DOBLE,A DISTANCIA
5552,14-01-0193-46,14-036,14,1401,LICEO TECNOLOGICO DE OCCIDENTE LA PREPARATORIA,"4A. CALLE Y 9A. AVE, ZONA 2",77563645,GONZALO VENTURA LUX,DINA GUADALUPE VILLATORO LOARCA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,DOBLE,DIARIO(REGULAR)
5553,14-01-0195-46,14-036,14,1401,COLEGIO NUESTRA SENORA DEL ROSARIO,SANTA CRUZ DEL QUICHE,77552429,GONZALO VENTURA LUX,AGUSTINA IRMA CAMACHO REYNA,DIVERSIFICADO,PRIVADO,URBANA,2,BILINGUE,MATUTINA,DIARIO(REGULAR)
5554,14-01-0199-46,14-036,14,1401,COLEGIO NUESTRA SENORA DEL ROSARIO,SANTA CRUZ DEL QUICHE,77552429,GONZALO VENTURA LUX,AGUSTINA IRMA CAMACHO REYNA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
5555,14-01-0210-46,14-036,14,1401,COLEGIO EJECUTIVO PRE-UNIVERSITARIO EN COMPUTACION CLASSE,0 AVE 8 24 A ZONA 6,77563714,GONZALO VENTURA LUX,ERVIN WALDERMAR VELASQUEZ BATEN,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
5556,14-01-0227-46,14-036,14,1401,LICEO TECNOLOGICO DE OCCIDENTE LA PREPARATORIA,9A. AVE 4 65 ZONA 2,77563645,GONZALO VENTURA LUX,DINA GUADALUPE VILLATOTO LOARCA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
5557,14-01-0230-46,14-036,14,1401,COLEGIO SAN FRANCISCO JAVIER DE QUICHE,KILOMETRO 166.9 ALDEA EL CARMEN CHITATUL,79638520,GONZALO VENTURA LUX,CARMEN DINORA QUNONEZ LOPEZ,DIVERSIFICADO,PRIVADO,RURAL,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
5558,14-01-0231-46,14-002,14,1401,ESCUELA NORMAL BILINGÜE INTERCULTURAL K´ ICHE´ TIJOB´ ÄL UTÜX MAYAB´ WINÄQ OXLAJUJ TZ´ I´,"CASERIO BUENA VISTA, XATINAP V",77563721,JOSE OSCAR TIPAZ VELASQUEZ,FRANCISCO TZOC MEJIA,DIVERSIFICADO,OFICIAL,RURAL,1,BILINGUE,MATUTINA,DIARIO(REGULAR)
5559,14-01-0235-46,14-036,14,1401,LICEO TECNOLOGICO DE OCCIDENTE LA PREPARATORIA,"9A. AVE 4 56, ZONA 2",77563645,GONZALO VENTURA LUX,DINA GUADALUPE VILLATORO LOARCA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,DIARIO(REGULAR)
5560,14-01-0236-46,14-001,14,1401,INSTITUTO TECNICO DE NIVEL MEDIO,"20 CALLE FINAL DE LA ZONA CUATRO, COLONIA LOS CELAJES",47501929,JOSE OSCAR TIPAZ VELASQUEZ,GABRIELA ALEJANDRA AFRE PEREZ DE DELGADO,DIVERSIFICADO,OFICIAL,URBANA,1,MONOLINGUE,DOBLE,DIARIO(REGULAR)
5561,14-01-0242-46,14-036,14,1401,INSTITUTO PRIVADO MIXTO CIENCIA Y CULTURA,"1A. CALLE 13 41, ZONA 2",77563487,GONZALO VENTURA LUX,IBERTO DE LEON ORELLANA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
5562,14-01-0243-46,14-036,14,1401,LICEO MIXTO QUICHE,"2A. AVE 6 27, ZONA 5",77551705,GONZALO VENTURA LUX,DAVID ARTURO MOGOLLON AREVALO,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
5563,14-01-0247-46,14-036,14,1401,LICEO TECNOLOGICO LA PREPARATORIA,9A. AVE 4 65 ZONA 2,77563645,GONZALO VENTURA LUX,LEIVI MARILI MORALES GOMEZ,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
5564,14-01-0249-46,14-036,14,1401,INSTITUTO PRIVADO TECNICO INDUSTRIAL QUICHE,"2A. AVE A 14 224, ZONA 2",77563722,GONZALO VENTURA LUX,MARIO EDWIN MALDONADO FUENTES,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,DIARIO(REGULAR)
5565,14-01-0255-46,14-036,14,1401,INSTITUTO PRIVADO TECNICO INDUSTRIAL QUICHE,"2A. AVE A 14 224, ZONA 2",77563722,GONZALO VENTURA LUX,MARIO EDWIN MALDONADO FUENTES,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
5566,14-01-1137-46,14-036,14,1401,INSTITUTO PRIVADO MIXTO CIENCIA Y CULTURA,"1A. CALLE 13 41, ZONA 2",77563487,GONZALO VENTURA LUX,ELMER ROLANDO PACHECO NORIEGA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
5567,14-01-3544-46,14-036,14,1401,INSTITUTO PRIVADO TECNICO INDUSTRIAL QUICHE,2A. AVE A 14 224 ZONA 2,77553722,GONZALO VENTURA LUX,MARIO EDWIN MALDONADO FUENTES,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
5568,14-01-3848-46,14-036,14,1401,LICEO CRISTIANO SINAI,"CASA FINAL, COLONIA GUMARCAAJ",77551805,GONZALO VENTURA LUX,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
5569,14-01-4550-46,14-036,14,1401,LICEO MIXTO QUICHE,2AVE 6 27 ZONA 5,77551705,GONZALO VENTURA LUX,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,DOBLE,SABATINO
5570,14-01-4555-46,14-036,14,1401,COLEGIO EJECUTIVO PRE-UNIVERSITARIO EN COMPUTACION CLASSE,0 AVE 8 24 A ZONA 6,77563714,GONZALO VENTURA LUX,CARLOS ALFONSO HERRERA LUIS,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
5571,14-01-4970-46,25-000,14,1401,INSTITUTO GUATEMALTECOD DE EDUCACION RADIOFONICA (IGER),SANTA CRUZ DEL QUICHE,NA,SONIA HAYDEE REYES MONTERROSO,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,MATUTINA,A DISTANCIA
5572,14-01-5098-46,14-001,14,1401,ESCUELA NORMAL DE EDUCACION FISICA,1A. AVE 12 408 ZONA 5,77551091,JOSE OSCAR TIPAZ VELASQUEZ,NA,DIVERSIFICADO,OFICIAL,URBANA,1,MONOLINGUE,DOBLE,DIARIO(REGULAR)
5573,14-01-5221-46,14-002,14,1401,ESCUELA NORMAL BILINGUE INTERCULTURAL K´ICHE´ TIJOB´AL UTUX MAYAB´ WINAQ OXLAJUJ TZ´ I´,"CASERIO BUENA VISTA, XATINAP V",77563721,JOSE OSCAR TIPAZ VELASQUEZ,FRANCISCO TZOC MEJIA,DIVERSIFICADO,OFICIAL,URBANA,1,BILINGUE,DOBLE,DIARIO(REGULAR)
5574,14-01-5679-46,14-036,14,1401,LICEO TECNOLOGICO DE OCCIDENTE LA PREPARATORIA,5AVE 0 38 ZONA 1,77563645,GONZALO VENTURA LUX,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
5575,14-01-5718-46,14-036,14,1401,COLEGIO EJECUTIVO PRE-UNIVERSITARIO EN COMPUTACION CLASSE,O AVE 8 24 A ZONA 6,77551133,GONZALO VENTURA LUX,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
5576,14-01-5958-46,14-036,14,1401,COLEGIO CIENTIFICO DR. EDUARDO SUGER,ALDEA EL CARMEN CHITATUL,55747445,GONZALO VENTURA LUX,NA,DIVERSIFICADO,PRIVADO,RURAL,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
5577,14-01-5998-46,14-036,14,1401,COLEGIO PRIVADO LICEO MIXTO QUICHE,2A. AVE 6 27 ZONA 5,77551705,GONZALO VENTURA LUX,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
5578,14-01-5999-46,14-036,14,1401,COLEGIO PRIVADO LICEO MIXTO QUICHE,2A. AVE 6 27 ZONA 5,77551705,GONZALO VENTURA LUX,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
5579,14-01-6070-46,14-036,14,1401,COLEGIO MULTIEDUCATIVO LA REFORMA,9A.AVE 0 53 ZONA 3,77563633,GONZALO VENTURA LUX,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
5580,14-01-6071-46,14-036,14,1401,COLEGIO MIXTO BILINGUE INTERCULTURAL Q IJ,11 CALLE 06 03 ZONA 1,77550476,GONZALO VENTURA LUX,TOMAS ALVAREZ ORTIZ,DIVERSIFICADO,PRIVADO,URBANA,1,BILINGUE,VESPERTINA,DIARIO(REGULAR)
5581,14-01-6083-46,14-036,14,1401,COLEGIO MIXTO BILINGUE INTERCULTURAL QIJ,11 CALLE 06 03 ZONA 1,NA,GONZALO VENTURA LUX,NA,DIVERSIFICADO,PRIVADO,URBANA,2,BILINGUE,MATUTINA,DIARIO(REGULAR)
5582,14-01-6123-46,14-001,14,1401,INSTITUTO TECNICO DE NIVEL MEDIO,FINAL DE LA ZONA 4 COLONIA LOS CELAJES,47501929,JOSE OSCAR TIPAZ VELASQUEZ,GABRIELA ALEJANDRA AFRE PEREZ DE DELGADO,DIVERSIFICADO,OFICIAL,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
5583,14-02-0027-46,14-003,14,1402,COLEGIO EVANGELICO ADONAI,CHICHE,33587539,JUAN LEON PONCIO,FRANCISCO FELIX PIXCAR SAQUIC,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
5584,14-03-0027-46,14-004,14,1403,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA AGUA TIBIA,0,OSBERTO FILADELFO RUIZ URIZAR,MIGUEL LUCAS PACHECO OSORIO,DIVERSIFICADO,OFICIAL,RURAL,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
5585,14-03-0040-46,14-004,14,1403,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA AGUA TIBIA,49869579,OSBERTO FILADELFO RUIZ URIZAR,MIGUEL LUCAS PACHECO,DIVERSIFICADO,OFICIAL,RURAL,2,MONOLINGUE,DOBLE,DIARIO(REGULAR)
5586,14-04-0033-46,14-036,14,1404,LICEO INTERCULTURAL ZACUALPA,4A. AVE 3 43 ZONA 2,NA,GONZALO VENTURA LUX,MIGUEL ANGEL CORDOVA AREVALO,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
5587,14-04-0039-46,14-005,14,1404,"CENTRO EDUCATIVO RI TINAMIT KUWALSAJ RIB, FE Y ALEGRIA NO. 11",ZACUALPA,77366135,ANA MARIA URIZAR CHAVEZ DE ROSALES,HUGO LEONEL BERREONDO CABRERA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
5588,14-04-0048-46,14-005,14,1404,LICEO INTERCULTURAL ZACUALPA,"4A. AVE 3 43, ZONA 2",57308053,ANA MARIA URIZAR CHAVEZ DE ROSALES,BYRON ESTUARDO SILVERIO ZAPETA REYNOZO,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
5589,14-04-0050-46,14-004,14,1404,LICEO INTERCULTURAL ZACUALPA,"4A. AVE 3 43, ZONA 2",53668614,OSBERTO FILADELFO RUIZ URIZAR,BYRON ESTUARDO SILVERIO ZAPETA REYNOZO,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,DOBLE,FIN DE SEMANA
5590,14-05-0061-46,14-006,14,1405,COLEGIO EVANGELICO METODISTA FILADELFIA,CANTON ILOM,45826616,HUGO LEONEL BLANCO AGUILAR,ROMUALDO PERFECTO SANTIAGO RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
5591,14-05-0066-46,14-036,14,1405,CENTRO EDUCATIVO MIXTO BILINGUE INTERCULTURAL KAJB AL NO J,ALDEA CHEL,49074250,GONZALO VENTURA LUX,ANGEL DOMINGO VASQUEZ GUZMAN,DIVERSIFICADO,PRIVADO,RURAL,2,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
5592,14-05-0080-46,14-042,14,1405,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSENANZA,AREA URBANA DE CHAJUL,32468657,MARTA CELIA VENTURA RAMIREZ,DOMINGO MENDOZA RIVERA,DIVERSIFICADO,COOPERATIVA,URBANA,1,BILINGUE,MATUTINA,DIARIO(REGULAR)
5593,14-05-0083-46,14-006,14,1405,INSTITUTO DIVERSIFICADO SOCIEDAD IXIL,CANTON CHAJUL,45947232,HUGO LEONEL BLANCO AGUILAR,HIGINIO GASPAR ASICONA RIVERA,DIVERSIFICADO,PRIVADO,URBANA,1,BILINGUE,MATUTINA,DIARIO(REGULAR)
5594,14-05-0084-46,14-006,14,1405,INSTITUTO DIVERSIFICADO MIXTO BILINGÜE,CANTON ILOM,51843372,HUGO LEONEL BLANCO AGUILAR,PEDRO CEDILLO MARCOS,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
5595,14-05-5455-46,14-006,14,1405,INSTITUTO DIVERSIFICADO SOCIEDAD IXIL,CANTON ILOM,45947232,HUGO LEONEL BLANCO AGUILAR,ROMUALDO PERFECTO SANTIAGO RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,DIARIO(REGULAR)
5596,14-05-5456-46,14-006,14,1405,INSTITUTO DIVERSIFICADO MIXTO BILINGUE,CHAJUL,NA,HUGO LEONEL BLANCO AGUILAR,PEDRO CEDILLO MARCOS,DIVERSIFICADO,PRIVADO,URBANA,1,BILINGUE,MATUTINA,DIARIO(REGULAR)
5597,14-06-0020-46,14-007,14,2423,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"5A. AVE ARCO GUCUMATZ 1 61, ZONA 1",42446716,JOSE DOMINGO DE PAZ GIRON,HELIA ROXANA TZOC CHINOL DE TAJIBOY,DIVERSIFICADO,OFICIAL,URBANA,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
5598,14-06-0038-46,14-007,14,2423,CENTRO EDUCATIVO ANUNCIATA,CHICHICASTENANGO,30922841,JOSE DOMINGO DE PAZ GIRON,OSCAR ARNOLDO GIRON SOTO,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
5599,14-06-0048-46,14-042,14,2423,INSTITUTO DIVERSIFICADO POR COOPERATIVA,CANTON CHICUA PRIMERO,58943514,MARTA CELIA VENTURA RAMIREZ,CARLOS LEON MEJIA,DIVERSIFICADO,COOPERATIVA,RURAL,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
5600,14-06-0049-46,14-042,14,2423,INSTITUTO DIVERSIFICADO POR COOPERATIVA,CANTON CHICUA PRIMERO,45497329,MARTA CELIA VENTURA RAMIREZ,CARLOS LEON MEJIA,DIVERSIFICADO,COOPERATIVA,RURAL,1,BILINGUE,MATUTINA,DIARIO(REGULAR)
5601,14-06-0060-46,14-042,14,2423,INSTITUTO DIVERSIFICADO DE EDUCACION POR COOPERATIVA,CANTON CHUPOL,49487069,MARTA CELIA VENTURA RAMIREZ,MARITZA MARIBEL VENTURA SANTIAGO,DIVERSIFICADO,COOPERATIVA,RURAL,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
5602,14-06-1079-46,14-009,14,2423,ESCUELA DE CIENCIAS COMERCIALES,LOTIFICACION VILLAS DE SANTO TOMAS,55155179,ANA MARIA URIZAR CHAVEZ DE ROSALES,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
